history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_user_id
H000376,O10115,3-Proposal,4-Negotiation,2024-11-14 00:00:00,U219
H000377,O10115,4-Negotiation,6-Closed Lost,2024-11-26 00:00:00,U219
H000378,O10116,,2-Qualified,2026-03-26 00:00:00,U206
H000379,O10116,2-Qualified,3-Proposal,2026-04-02 00:00:00,U206
H000380,O10116,3-Proposal,4-Negotiation,2026-04-11 00:00:00,U206
H000381,O10116,4-Negotiation,5-Closed Won,2026-04-23 00:00:00,U206
H000382,O10117,,2-Qualified,2024-08-13 00:00:00,U209
H000383,O10117,2-Qualified,6-Closed Lost,2024-09-05 00:00:00,U209
H000384,O10118,,2-Qualified,2025-09-23 00:00:00,U221
H000385,O10118,2-Qualified,3-Proposal,2025-10-16 00:00:00,U221
H000386,O10118,3-Proposal,4-Negotiation,2025-10-26 00:00:00,U221
H000387,O10118,4-Negotiation,5-Closed Won,2025-11-11 00:00:00,U221
H000388,O10120,,2-Qualified,2025-08-22 00:00:00,U207
H000389,O10120,2-Qualified,3-Proposal,2025-10-07 00:00:00,U207
H000390,O10120,3-Proposal,4-Negotiation,2025-11-05 00:00:00,U207
H000391,O10120,4-Negotiation,6-Closed Lost,2025-12-22 00:00:00,U207
H000392,O10121,,2-Qualified,2025-02-22 00:00:00,U204
H000393,O10121,2-Qualified,3-Proposal,2025-04-28 00:00:00,U204
H000394,O10121,3-Proposal,6-Closed Lost,2025-06-08 00:00:00,U204
H000395,O10122,,2-Qualified,2025-03-13 00:00:00,U215
H000396,O10122,2-Qualified,3-Proposal,2025-03-28 00:00:00,U215
H000397,O10122,3-Proposal,4-Negotiation,2025-04-09 00:00:00,U215
H000398,O10122,4-Negotiation,5-Closed Won,2025-04-18 00:00:00,U215
H000399,O10123,,2-Qualified,2024-02-19 00:00:00,U209
H000400,O10123,2-Qualified,3-Proposal,2024-03-25 00:00:00,U209
H000401,O10123,3-Proposal,4-Negotiation,2024-04-28 00:00:00,U209
H000402,O10123,4-Negotiation,5-Closed Won,2024-05-28 00:00:00,U209
H000403,O10124,,2-Qualified,2026-02-09 00:00:00,U206
H000404,O10124,2-Qualified,3-Proposal,2026-03-17 00:00:00,U206
H000405,O10124,3-Proposal,4-Negotiation,2026-04-06 00:00:00,U206
H000406,O10124,4-Negotiation,5-Closed Won,2026-05-13 00:00:00,U206
H000407,O10126,,2-Qualified,2024-10-17 00:00:00,U217
H000408,O10126,2-Qualified,3-Proposal,2024-11-09 00:00:00,U217
H000409,O10126,3-Proposal,6-Closed Lost,2024-12-16 00:00:00,U217
H000410,O10127,,2-Qualified,2025-03-06 00:00:00,U216
H000411,O10127,2-Qualified,3-Proposal,2025-03-27 00:00:00,U216
H000412,O10127,3-Proposal,4-Negotiation,2025-04-18 00:00:00,U216
H000413,O10127,4-Negotiation,5-Closed Won,2025-05-12 00:00:00,U216
H000414,O10128,,2-Qualified,2024-12-08 00:00:00,U203
H000415,O10128,2-Qualified,3-Proposal,2024-12-27 00:00:00,U203
H000416,O10128,3-Proposal,4-Negotiation,2025-01-22 00:00:00,U203
H000417,O10128,4-Negotiation,5-Closed Won,2025-02-10 00:00:00,U203
H000418,O10129,,2-Qualified,2024-05-13 00:00:00,U217
H000419,O10129,2-Qualified,6-Closed Lost,2024-08-04 00:00:00,U217
H000420,O10130,,2-Qualified,2024-10-17 00:00:00,U219
H000421,O10130,2-Qualified,3-Proposal,2024-12-16 00:00:00,U219
H000422,O10130,3-Proposal,4-Negotiation,2025-01-27 00:00:00,U219
H000423,O10130,4-Negotiation,5-Closed Won,2025-03-10 00:00:00,U219
H000424,O10131,,2-Qualified,2026-04-21 00:00:00,U203
H000425,O10131,2-Qualified,6-Closed Lost,2026-05-14 00:00:00,U203
H000426,O10133,,2-Qualified,2025-09-09 00:00:00,U222
H000427,O10133,2-Qualified,3-Proposal,2025-09-25 00:00:00,U222
H000428,O10133,3-Proposal,4-Negotiation,2025-10-19 00:00:00,U222
H000429,O10133,4-Negotiation,6-Closed Lost,2025-11-19 00:00:00,U222
H000430,O10134,,2-Qualified,2026-04-28 00:00:00,U211
H000431,O10134,2-Qualified,3-Proposal,2026-05-01 00:00:00,U211
H000432,O10134,3-Proposal,6-Closed Lost,2026-05-03 00:00:00,U211
H000433,O10135,,2-Qualified,2025-08-28 00:00:00,U207
H000434,O10135,2-Qualified,3-Proposal,2025-09-28 00:00:00,U207
H000435,O10135,3-Proposal,4-Negotiation,2025-10-15 00:00:00,U207
H000436,O10135,4-Negotiation,5-Closed Won,2025-11-17 00:00:00,U207
H000437,O10136,,2-Qualified,2025-12-20 00:00:00,U223
H000438,O10136,2-Qualified,3-Proposal,2026-01-09 00:00:00,U223
H000439,O10136,3-Proposal,4-Negotiation,2026-02-01 00:00:00,U223
H000440,O10136,4-Negotiation,6-Closed Lost,2026-03-01 00:00:00,U223
H000441,O10137,,2-Qualified,2024-04-22 00:00:00,U201
H000442,O10137,2-Qualified,3-Proposal,2024-04-24 00:00:00,U201
H000443,O10137,3-Proposal,4-Negotiation,2024-04-26 00:00:00,U201
H000444,O10137,4-Negotiation,5-Closed Won,2024-04-28 00:00:00,U201
H000445,O10138,,2-Qualified,2026-01-29 00:00:00,U213
H000446,O10138,2-Qualified,3-Proposal,2026-03-02 00:00:00,U213
H000447,O10138,3-Proposal,4-Negotiation,2026-03-27 00:00:00,U213
H000448,O10138,4-Negotiation,5-Closed Won,2026-05-01 00:00:00,U213
H000449,O10139,,2-Qualified,2024-07-10 00:00:00,U203
H000450,O10139,2-Qualified,6-Closed Lost,2024-07-30 00:00:00,U203
H000451,O10140,,2-Qualified,2026-01-16 00:00:00,U220
H000452,O10140,2-Qualified,3-Proposal,2026-02-18 00:00:00,U220
H000453,O10140,3-Proposal,6-Closed Lost,2026-03-21 00:00:00,U220
H000454,O10141,,2-Qualified,2025-10-22 00:00:00,U215
H000455,O10141,2-Qualified,6-Closed Lost,2025-11-30 00:00:00,U215
H000456,O10142,,2-Qualified,2026-02-12 00:00:00,U219
H000457,O10142,2-Qualified,6-Closed Lost,2026-05-01 00:00:00,U219
H000458,O10143,,2-Qualified,2025-01-07 00:00:00,U217
H000459,O10143,2-Qualified,3-Proposal,2025-02-12 00:00:00,U217
H000460,O10143,3-Proposal,4-Negotiation,2025-03-14 00:00:00,U217
H000461,O10143,4-Negotiation,5-Closed Won,2025-03-28 00:00:00,U217
H000462,O10144,,2-Qualified,2025-03-28 00:00:00,U223
H000463,O10144,2-Qualified,3-Proposal,2025-05-14 00:00:00,U223
H000464,O10144,3-Proposal,4-Negotiation,2025-07-01 00:00:00,U223
H000465,O10144,4-Negotiation,5-Closed Won,2025-07-21 00:00:00,U223
H000466,O10145,,2-Qualified,2024-07-14 00:00:00,U208
H000467,O10145,2-Qualified,6-Closed Lost,2024-08-13 00:00:00,U208
H000468,O10146,,2-Qualified,2025-10-31 00:00:00,U217
H000469,O10146,2-Qualified,3-Proposal,2025-12-07 00:00:00,U217
H000470,O10146,3-Proposal,4-Negotiation,2026-02-03 00:00:00,U217
H000471,O10146,4-Negotiation,5-Closed Won,2026-03-06 00:00:00,U217
H000472,O10147,,2-Qualified,2025-03-14 00:00:00,U205
H000473,O10147,2-Qualified,3-Proposal,2025-04-24 00:00:00,U205
H000474,O10147,3-Proposal,4-Negotiation,2025-05-24 00:00:00,U205
H000475,O10147,4-Negotiation,6-Closed Lost,2025-07-02 00:00:00,U205
H000476,O10148,,2-Qualified,2024-11-14 00:00:00,U214
H000477,O10148,2-Qualified,3-Proposal,2024-11-27 00:00:00,U214
H000478,O10148,3-Proposal,4-Negotiation,2024-12-09 00:00:00,U214
H000479,O10148,4-Negotiation,6-Closed Lost,2024-12-19 00:00:00,U214
H000480,O10149,,2-Qualified,2026-05-09 00:00:00,U210
H000481,O10149,2-Qualified,3-Proposal,2026-05-10 00:00:00,U210
H000482,O10149,3-Proposal,4-Negotiation,2026-05-12 00:00:00,U210
H000483,O10149,4-Negotiation,6-Closed Lost,2026-05-13 00:00:00,U210
H000484,O10150,,2-Qualified,2024-05-20 00:00:00,U220
H000485,O10150,2-Qualified,3-Proposal,2024-06-12 00:00:00,U220
H000486,O10150,3-Proposal,4-Negotiation,2024-06-28 00:00:00,U220
H000487,O10150,4-Negotiation,5-Closed Won,2024-07-14 00:00:00,U220
H000488,O10151,,2-Qualified,2025-06-29 00:00:00,U220
H000489,O10151,2-Qualified,3-Proposal,2025-07-10 00:00:00,U220
H000490,O10151,3-Proposal,4-Negotiation,2025-07-27 00:00:00,U220
H000491,O10151,4-Negotiation,5-Closed Won,2025-08-06 00:00:00,U220
H000492,O10152,,2-Qualified,2024-03-29 00:00:00,U220
H000493,O10152,2-Qualified,3-Proposal,2024-05-10 00:00:00,U220
H000494,O10152,3-Proposal,4-Negotiation,2024-06-09 00:00:00,U220
H000495,O10152,4-Negotiation,5-Closed Won,2024-07-01 00:00:00,U220
H000496,O10153,,2-Qualified,2025-10-19 00:00:00,U211
H000497,O10153,2-Qualified,6-Closed Lost,2025-10-23 00:00:00,U211
H000498,O10154,,2-Qualified,2025-05-07 00:00:00,U211
H000499,O10154,2-Qualified,3-Proposal,2025-06-01 00:00:00,U211
H000500,O10154,3-Proposal,4-Negotiation,2025-06-30 00:00:00,U211
H000501,O10154,4-Negotiation,5-Closed Won,2025-07-26 00:00:00,U211
H000502,O10155,,2-Qualified,2024-06-05 00:00:00,U223
H000503,O10155,2-Qualified,3-Proposal,2024-06-30 00:00:00,U223
H000504,O10155,3-Proposal,4-Negotiation,2024-07-30 00:00:00,U223
H000505,O10155,4-Negotiation,5-Closed Won,2024-08-02 00:00:00,U223
H000506,O10156,,2-Qualified,2025-01-02 00:00:00,U201
H000507,O10156,2-Qualified,3-Proposal,2025-01-30 00:00:00,U201
H000508,O10156,3-Proposal,6-Closed Lost,2025-02-18 00:00:00,U201
H000509,O10157,,2-Qualified,2025-08-19 00:00:00,U202
H000510,O10157,2-Qualified,3-Proposal,2025-09-16 00:00:00,U202
H000511,O10157,3-Proposal,6-Closed Lost,2025-10-17 00:00:00,U202
H000512,O10158,,2-Qualified,2026-03-20 00:00:00,U220
H000513,O10158,2-Qualified,6-Closed Lost,2026-04-27 00:00:00,U220
H000514,O10159,,2-Qualified,2024-03-29 00:00:00,U201
H000515,O10159,2-Qualified,3-Proposal,2024-05-11 00:00:00,U201
H000516,O10159,3-Proposal,6-Closed Lost,2024-07-16 00:00:00,U201
H000517,O10160,,2-Qualified,2025-04-02 00:00:00,U220
H000518,O10160,2-Qualified,6-Closed Lost,2025-05-30 00:00:00,U220
H000519,O10161,,2-Qualified,2024-05-13 00:00:00,U219
H000520,O10161,2-Qualified,6-Closed Lost,2024-06-17 00:00:00,U219
H000521,O10164,,2-Qualified,2024-09-15 00:00:00,U212
H000522,O10164,2-Qualified,3-Proposal,2024-09-29 00:00:00,U212
H000523,O10164,3-Proposal,4-Negotiation,2024-10-16 00:00:00,U212
H000524,O10164,4-Negotiation,5-Closed Won,2024-10-25 00:00:00,U212
H000525,O10165,,2-Qualified,2026-01-13 00:00:00,U200
H000526,O10165,2-Qualified,3-Proposal,2026-01-31 00:00:00,U200
H000527,O10165,3-Proposal,4-Negotiation,2026-02-13 00:00:00,U200
H000528,O10165,4-Negotiation,5-Closed Won,2026-03-11 00:00:00,U200
H000529,O10166,,2-Qualified,2025-06-10 00:00:00,U201
H000530,O10166,2-Qualified,6-Closed Lost,2025-07-07 00:00:00,U201
H000531,O10167,,2-Qualified,2025-11-22 00:00:00,U213
H000532,O10167,2-Qualified,3-Proposal,2025-12-27 00:00:00,U213
H000533,O10167,3-Proposal,4-Negotiation,2026-02-04 00:00:00,U213
H000534,O10167,4-Negotiation,5-Closed Won,2026-03-01 00:00:00,U213
H000535,O10168,,2-Qualified,2025-11-25 00:00:00,U211
H000536,O10168,2-Qualified,3-Proposal,2025-12-05 00:00:00,U211
H000537,O10168,3-Proposal,4-Negotiation,2025-12-15 00:00:00,U211
H000538,O10168,4-Negotiation,5-Closed Won,2025-12-21 00:00:00,U211
H000539,O10169,,2-Qualified,2025-08-01 00:00:00,U217
H000540,O10169,2-Qualified,3-Proposal,2025-09-14 00:00:00,U217
H000541,O10169,3-Proposal,4-Negotiation,2025-10-08 00:00:00,U217
H000542,O10169,4-Negotiation,6-Closed Lost,2025-10-30 00:00:00,U217
H000543,O10170,,2-Qualified,2024-06-07 00:00:00,U221
H000544,O10170,2-Qualified,3-Proposal,2024-06-08 00:00:00,U221
H000545,O10170,3-Proposal,6-Closed Lost,2024-06-11 00:00:00,U221
H000546,O10171,,2-Qualified,2025-09-10 00:00:00,U215
H000547,O10171,2-Qualified,3-Proposal,2025-09-30 00:00:00,U215
H000548,O10171,3-Proposal,4-Negotiation,2025-11-02 00:00:00,U215
H000549,O10171,4-Negotiation,5-Closed Won,2025-12-07 00:00:00,U215
H000550,O10172,,2-Qualified,2025-07-16 00:00:00,U209
H000551,O10172,2-Qualified,6-Closed Lost,2025-07-20 00:00:00,U209
H000552,O10174,,2-Qualified,2025-03-18 00:00:00,U207
H000553,O10174,2-Qualified,3-Proposal,2025-04-24 00:00:00,U207
H000554,O10174,3-Proposal,4-Negotiation,2025-06-14 00:00:00,U207
H000555,O10174,4-Negotiation,5-Closed Won,2025-08-13 00:00:00,U207
H000556,O10175,,2-Qualified,2024-08-09 00:00:00,U223
H000557,O10175,2-Qualified,3-Proposal,2024-08-29 00:00:00,U223
H000558,O10175,3-Proposal,4-Negotiation,2024-09-13 00:00:00,U223
H000559,O10175,4-Negotiation,5-Closed Won,2024-09-22 00:00:00,U223
H000560,O10176,,2-Qualified,2024-12-17 00:00:00,U208
H000561,O10176,2-Qualified,3-Proposal,2025-01-17 00:00:00,U208
H000562,O10176,3-Proposal,4-Negotiation,2025-02-24 00:00:00,U208
H000563,O10176,4-Negotiation,5-Closed Won,2025-03-09 00:00:00,U208
H000564,O10177,,2-Qualified,2026-05-10 00:00:00,U212
H000565,O10177,2-Qualified,6-Closed Lost,2026-05-21 00:00:00,U212
H000566,O10178,,2-Qualified,2024-12-01 00:00:00,U214
H000567,O10178,2-Qualified,6-Closed Lost,2024-12-09 00:00:00,U214
H000568,O10180,,2-Qualified,2024-07-14 00:00:00,U206
H000569,O10180,2-Qualified,3-Proposal,2024-07-31 00:00:00,U206
H000570,O10180,3-Proposal,4-Negotiation,2024-08-16 00:00:00,U206
H000571,O10180,4-Negotiation,5-Closed Won,2024-09-17 00:00:00,U206
H000572,O10181,,2-Qualified,2026-01-11 00:00:00,U219
H000573,O10181,2-Qualified,6-Closed Lost,2026-02-09 00:00:00,U219
H000574,O10182,,2-Qualified,2024-07-24 00:00:00,U204
H000575,O10182,2-Qualified,3-Proposal,2024-08-25 00:00:00,U204
H000576,O10182,3-Proposal,4-Negotiation,2024-09-18 00:00:00,U204
H000577,O10182,4-Negotiation,5-Closed Won,2024-10-09 00:00:00,U204
H000578,O10183,,2-Qualified,2024-02-21 00:00:00,U215
H000579,O10183,2-Qualified,6-Closed Lost,2024-05-01 00:00:00,U215
H000580,O10184,,2-Qualified,2025-05-30 00:00:00,U205
H000581,O10184,2-Qualified,3-Proposal,2025-06-08 00:00:00,U205
H000582,O10184,3-Proposal,4-Negotiation,2025-06-22 00:00:00,U205
H000583,O10184,4-Negotiation,5-Closed Won,2025-06-30 00:00:00,U205
H000584,O10185,,2-Qualified,2024-05-29 00:00:00,U217
H000585,O10185,2-Qualified,3-Proposal,2024-06-24 00:00:00,U217
H000586,O10185,3-Proposal,4-Negotiation,2024-08-11 00:00:00,U217
H000587,O10185,4-Negotiation,6-Closed Lost,2024-09-12 00:00:00,U217
H000588,O10186,,2-Qualified,2026-05-24 00:00:00,U212
H000589,O10186,2-Qualified,3-Proposal,2026-05-25 00:00:00,U212
H000590,O10186,3-Proposal,4-Negotiation,2026-05-27 00:00:00,U212
H000591,O10186,4-Negotiation,5-Closed Won,2026-05-29 00:00:00,U212
H000592,O10187,,2-Qualified,2025-05-20 00:00:00,U206
H000593,O10187,2-Qualified,3-Proposal,2025-05-26 00:00:00,U206
H000594,O10187,3-Proposal,6-Closed Lost,2025-05-28 00:00:00,U206
H000595,O10188,,2-Qualified,2024-02-21 00:00:00,U209
H000596,O10188,2-Qualified,3-Proposal,2024-03-12 00:00:00,U209
H000597,O10188,3-Proposal,4-Negotiation,2024-04-16 00:00:00,U209
H000598,O10188,4-Negotiation,5-Closed Won,2024-05-10 00:00:00,U209
H000599,O10189,,2-Qualified,2024-06-19 00:00:00,U212
H000600,O10189,2-Qualified,3-Proposal,2024-06-21 00:00:00,U212
H000601,O10189,3-Proposal,6-Closed Lost,2024-06-24 00:00:00,U212
H000602,O10190,,2-Qualified,2026-01-14 00:00:00,U212
H000603,O10190,2-Qualified,3-Proposal,2026-01-16 00:00:00,U212
H000604,O10190,3-Proposal,4-Negotiation,2026-01-18 00:00:00,U212
H000605,O10190,4-Negotiation,6-Closed Lost,2026-01-20 00:00:00,U212
H000606,O10192,,2-Qualified,2024-02-21 00:00:00,U214
H000607,O10192,2-Qualified,3-Proposal,2024-03-13 00:00:00,U214
H000608,O10192,3-Proposal,4-Negotiation,2024-04-10 00:00:00,U214
H000609,O10192,4-Negotiation,5-Closed Won,2024-04-25 00:00:00,U214
H000610,O10193,,2-Qualified,2024-07-19 00:00:00,U204
H000611,O10193,2-Qualified,3-Proposal,2024-08-21 00:00:00,U204
H000612,O10193,3-Proposal,4-Negotiation,2024-09-11 00:00:00,U204
H000613,O10193,4-Negotiation,5-Closed Won,2024-10-18 00:00:00,U204
H000614,O10194,,2-Qualified,2025-04-29 00:00:00,U205
H000615,O10194,2-Qualified,3-Proposal,2025-05-15 00:00:00,U205
H000616,O10194,3-Proposal,4-Negotiation,2025-05-31 00:00:00,U205
H000617,O10194,4-Negotiation,5-Closed Won,2025-06-18 00:00:00,U205
H000618,O10195,,2-Qualified,2025-05-27 00:00:00,U206
H000619,O10195,2-Qualified,3-Proposal,2025-07-12 00:00:00,U206
H000620,O10195,3-Proposal,6-Closed Lost,2025-08-06 00:00:00,U206
H000621,O10197,,2-Qualified,2025-10-20 00:00:00,U215
H000622,O10197,2-Qualified,3-Proposal,2025-11-13 00:00:00,U215
H000623,O10197,3-Proposal,4-Negotiation,2025-12-11 00:00:00,U215
H000624,O10197,4-Negotiation,5-Closed Won,2026-01-18 00:00:00,U215
H000625,O10198,,2-Qualified,2026-02-24 00:00:00,U220
H000626,O10198,2-Qualified,3-Proposal,2026-03-10 00:00:00,U220
H000627,O10198,3-Proposal,4-Negotiation,2026-03-31 00:00:00,U220
H000628,O10198,4-Negotiation,5-Closed Won,2026-04-10 00:00:00,U220
H000629,O10199,,2-Qualified,2026-03-31 00:00:00,U223
H000630,O10199,2-Qualified,3-Proposal,2026-04-15 00:00:00,U223
H000631,O10199,3-Proposal,4-Negotiation,2026-05-04 00:00:00,U223
H000632,O10199,4-Negotiation,5-Closed Won,2026-05-30 00:00:00,U223
H000633,O10200,,2-Qualified,2024-03-16 00:00:00,U215
H000634,O10200,2-Qualified,6-Closed Lost,2024-04-27 00:00:00,U215
H000635,O10201,,2-Qualified,2024-04-22 00:00:00,U218
H000636,O10201,2-Qualified,3-Proposal,2024-05-04 00:00:00,U218
H000637,O10201,3-Proposal,4-Negotiation,2024-05-17 00:00:00,U218
H000638,O10201,4-Negotiation,6-Closed Lost,2024-06-01 00:00:00,U218
H000639,O10202,,2-Qualified,2024-10-19 00:00:00,U211
H000640,O10202,2-Qualified,3-Proposal,2024-11-24 00:00:00,U211
H000641,O10202,3-Proposal,4-Negotiation,2024-12-25 00:00:00,U211
H000642,O10202,4-Negotiation,6-Closed Lost,2025-02-14 00:00:00,U211
H000643,O10203,,2-Qualified,2025-08-12 00:00:00,U217
H000644,O10203,2-Qualified,3-Proposal,2025-09-11 00:00:00,U217
H000645,O10203,3-Proposal,6-Closed Lost,2025-10-05 00:00:00,U217
H000646,O10204,,2-Qualified,2024-07-21 00:00:00,U214
H000647,O10204,2-Qualified,3-Proposal,2024-08-07 00:00:00,U214
H000648,O10204,3-Proposal,6-Closed Lost,2024-08-27 00:00:00,U214
H000649,O10205,,2-Qualified,2025-09-07 00:00:00,U210
H000650,O10205,2-Qualified,3-Proposal,2025-10-01 00:00:00,U210
H000651,O10205,3-Proposal,4-Negotiation,2025-10-22 00:00:00,U210
H000652,O10205,4-Negotiation,6-Closed Lost,2025-11-05 00:00:00,U210
H000653,O10206,,2-Qualified,2025-12-22 00:00:00,U212
H000654,O10206,2-Qualified,3-Proposal,2026-01-04 00:00:00,U212
H000655,O10206,3-Proposal,4-Negotiation,2026-01-16 00:00:00,U212
H000656,O10206,4-Negotiation,6-Closed Lost,2026-01-25 00:00:00,U212
H000657,O10207,,2-Qualified,2024-05-23 00:00:00,U217
H000658,O10207,2-Qualified,3-Proposal,2024-06-17 00:00:00,U217
H000659,O10207,3-Proposal,4-Negotiation,2024-07-07 00:00:00,U217
H000660,O10207,4-Negotiation,5-Closed Won,2024-08-01 00:00:00,U217
H000661,O10208,,2-Qualified,2025-11-05 00:00:00,U210
H000662,O10208,2-Qualified,6-Closed Lost,2025-11-15 00:00:00,U210
H000663,O10209,,2-Qualified,2025-12-29 00:00:00,U222
H000664,O10209,2-Qualified,3-Proposal,2026-01-14 00:00:00,U222
H000665,O10209,3-Proposal,4-Negotiation,2026-02-04 00:00:00,U222
H000666,O10209,4-Negotiation,6-Closed Lost,2026-02-26 00:00:00,U222
H000667,O10210,,2-Qualified,2024-03-28 00:00:00,U212
H000668,O10210,2-Qualified,3-Proposal,2024-04-14 00:00:00,U212
H000669,O10210,3-Proposal,4-Negotiation,2024-05-01 00:00:00,U212
H000670,O10210,4-Negotiation,5-Closed Won,2024-05-16 00:00:00,U212
H000671,O10211,,2-Qualified,2024-07-24 00:00:00,U211
H000672,O10211,2-Qualified,3-Proposal,2024-08-07 00:00:00,U211
H000673,O10211,3-Proposal,4-Negotiation,2024-08-19 00:00:00,U211
H000674,O10211,4-Negotiation,5-Closed Won,2024-08-31 00:00:00,U211
H000675,O10212,,2-Qualified,2024-04-21 00:00:00,U210
H000676,O10212,2-Qualified,6-Closed Lost,2024-04-26 00:00:00,U210
H000677,O10213,,2-Qualified,2025-04-12 00:00:00,U206
H000678,O10213,2-Qualified,3-Proposal,2025-05-23 00:00:00,U206
H000679,O10213,3-Proposal,6-Closed Lost,2025-06-22 00:00:00,U206
H000680,O10214,,2-Qualified,2025-08-06 00:00:00,U210
H000681,O10214,2-Qualified,3-Proposal,2025-08-23 00:00:00,U210
H000682,O10214,3-Proposal,6-Closed Lost,2025-09-06 00:00:00,U210
H000683,O10215,,2-Qualified,2025-03-23 00:00:00,U206
H000684,O10215,2-Qualified,3-Proposal,2025-05-28 00:00:00,U206
H000685,O10215,3-Proposal,6-Closed Lost,2025-08-03 00:00:00,U206
H000686,O10217,,2-Qualified,2025-02-02 00:00:00,U203
H000687,O10217,2-Qualified,3-Proposal,2025-03-04 00:00:00,U203
H000688,O10217,3-Proposal,4-Negotiation,2025-03-30 00:00:00,U203
H000689,O10217,4-Negotiation,5-Closed Won,2025-04-13 00:00:00,U203
H000690,O10218,,2-Qualified,2024-09-18 00:00:00,U201
H000691,O10218,2-Qualified,3-Proposal,2024-10-13 00:00:00,U201
H000692,O10218,3-Proposal,4-Negotiation,2024-11-13 00:00:00,U201
H000693,O10218,4-Negotiation,6-Closed Lost,2024-11-26 00:00:00,U201
H000694,O10219,,2-Qualified,2025-10-20 00:00:00,U205
H000695,O10219,2-Qualified,6-Closed Lost,2025-12-22 00:00:00,U205
H000696,O10220,,2-Qualified,2024-03-24 00:00:00,U223
H000697,O10220,2-Qualified,3-Proposal,2024-04-21 00:00:00,U223
H000698,O10220,3-Proposal,4-Negotiation,2024-05-07 00:00:00,U223
H000699,O10220,4-Negotiation,5-Closed Won,2024-05-25 00:00:00,U223
H000700,O10221,,2-Qualified,2025-08-26 00:00:00,U205
H000701,O10221,2-Qualified,3-Proposal,2025-10-17 00:00:00,U205
H000702,O10221,3-Proposal,4-Negotiation,2025-11-24 00:00:00,U205
H000703,O10221,4-Negotiation,6-Closed Lost,2025-12-24 00:00:00,U205
H000704,O10222,,2-Qualified,2024-06-25 00:00:00,U207
H000705,O10222,2-Qualified,3-Proposal,2024-08-26 00:00:00,U207
H000706,O10222,3-Proposal,4-Negotiation,2024-10-27 00:00:00,U207
H000707,O10222,4-Negotiation,6-Closed Lost,2024-11-22 00:00:00,U207
H000708,O10223,,2-Qualified,2025-07-01 00:00:00,U208
H000709,O10223,2-Qualified,3-Proposal,2025-07-09 00:00:00,U208
H000710,O10223,3-Proposal,4-Negotiation,2025-07-18 00:00:00,U208
H000711,O10223,4-Negotiation,6-Closed Lost,2025-07-22 00:00:00,U208
H000712,O10224,,2-Qualified,2025-09-03 00:00:00,U219
H000713,O10224,2-Qualified,3-Proposal,2025-10-10 00:00:00,U219
H000714,O10224,3-Proposal,6-Closed Lost,2025-11-25 00:00:00,U219
H000715,O10225,,2-Qualified,2025-08-01 00:00:00,U223
H000716,O10225,2-Qualified,3-Proposal,2025-08-18 00:00:00,U223
H000717,O10225,3-Proposal,4-Negotiation,2025-09-26 00:00:00,U223
H000718,O10225,4-Negotiation,5-Closed Won,2025-10-23 00:00:00,U223
H000719,O10226,,2-Qualified,2024-05-23 00:00:00,U223
H000720,O10226,2-Qualified,3-Proposal,2024-06-28 00:00:00,U223
H000721,O10226,3-Proposal,4-Negotiation,2024-08-06 00:00:00,U223
H000722,O10226,4-Negotiation,6-Closed Lost,2024-09-24 00:00:00,U223
H000723,O10227,,2-Qualified,2024-10-15 00:00:00,U213
H000724,O10227,2-Qualified,3-Proposal,2024-11-17 00:00:00,U213
H000725,O10227,3-Proposal,4-Negotiation,2024-12-14 00:00:00,U213
H000726,O10227,4-Negotiation,5-Closed Won,2024-12-31 00:00:00,U213
H000727,O10228,,2-Qualified,2024-07-03 00:00:00,U223
H000728,O10228,2-Qualified,3-Proposal,2024-07-19 00:00:00,U223
H000729,O10228,3-Proposal,4-Negotiation,2024-08-13 00:00:00,U223
H000730,O10228,4-Negotiation,5-Closed Won,2024-08-29 00:00:00,U223
H000731,O10229,,2-Qualified,2024-08-08 00:00:00,U202
