subscription_id,account_id,source_opportunity_id,product_name,arr,currency,term_start_date,term_end_date,billing_frequency,status,replaced_by_subscription_id
S99004,A1377,,Advanced Analytics,31136.18,USD,2026-08-09,2027-04-09,Annual,Active,
S99005,A1244,,Advanced Analytics,6030.27,USD,2026-01-26,2026-09-26,Monthly,Active,
S99006,A1124,,Managed Training,120376.75,USD,2026-01-18,2026-09-18,Annual,Active,
S99007,A1263,,API Access,230829.92,USD,2026-02-27,2026-10-27,Annual,Active,
S99008,A1302,,API Access,5920.24,EUR,2025-07-27,2027-03-27,Annual,Active,
S99009,A1225,,API Access,13584.49,USD,2025-12-02,2026-08-02,Monthly,Active,
S99010,A1339,,Advanced Analytics,2063.48,GBP,2026-05-11,2029-01-11,Quarterly,Active,
S99011,A1076,,Managed Training,176490.5,BRL,2026-03-11,2026-11-11,Annual,Active,
S99012,A1388,,API Access,183980.25,EUR,2026-10-05,2027-06-05,Annual,Active,
S99013,A1104,,Advanced Analytics,7743.84,USD,2026-08-14,2027-04-14,Annual,Active,
S99014,A1351,,Managed Training,346494.41,EUR,2026-10-16,2027-06-16,Annual,Active,
S99015,A1201,,API Access,33562.74,EUR,2026-02-21,2026-10-21,Annual,Active,
S99016,A1257,,Advanced Analytics,97277.99,BRL,2026-07-01,2029-03-01,Annual,Active,
S99017,A1240,,Advanced Analytics,8046.18,USD,2026-03-18,2026-11-18,Annual,Active,
S99018,A1189,,API Access,48236.14,USD,2026-08-17,2027-04-17,Monthly,Active,
S99019,A1362,,Advanced Analytics,40006.42,USD,2025-11-06,2026-07-06,Annual,Active,
S99020,A1208,,Advanced Analytics,34467.63,USD,2026-01-10,2026-09-10,Quarterly,Active,
S99021,A1305,,API Access,107480.55,USD,2025-11-01,2026-07-01,Quarterly,Active,
S99022,A1041,,API Access,2488.6,USD,2026-10-29,2028-06-29,Annual,Active,
S99023,A1195,,Managed Training,63373.69,USD,2026-10-30,2027-06-30,Annual,Active,
S99024,A1204,,Managed Training,10206.81,USD,2026-02-04,2026-10-04,Annual,Active,
S99025,A1032,,Advanced Analytics,68244.47,USD,2025-12-21,2026-08-21,Monthly,Active,
S99026,A1049,,Advanced Analytics,269026.69,USD,2026-06-09,2027-02-09,Annual,Active,
S99027,A1051,,Advanced Analytics,22446.12,USD,2026-02-12,2026-10-12,Quarterly,Active,
S99028,A1276,,Managed Training,26135.77,EUR,2026-02-25,2026-10-25,Monthly,Active,
S99029,A1335,,Core Platform,143010.72,USD,2026-09-02,2027-05-02,Annual,Active,
S99030,A1168,,API Access,135891.05,USD,2026-04-22,2026-12-22,Quarterly,Active,
S99031,A1366,,API Access,31936.26,USD,2025-11-05,2027-07-05,Annual,Active,
S99032,A1111,,Core Platform,45224.85,EUR,2025-12-25,2026-08-25,Annual,Active,
S99033,A1066,,Core Platform,50809.68,USD,2026-08-10,2027-04-10,Quarterly,Active,
S99034,A1410,,Managed Training,141396.01,USD,2026-06-17,2027-02-17,Annual,Active,
S99035,A1222,,Advanced Analytics,36942.36,EUR,2026-05-17,2027-01-17,Annual,Active,
S99036,A1330,,Managed Training,81832.69,USD,2026-01-30,2027-09-30,Quarterly,Active,
S99037,A1326,,Core Platform,97000.55,USD,2025-01-23,2026-09-23,Annual,Active,
S99038,A1418,,API Access,12354.93,SGD,2026-09-10,2027-05-10,Annual,Active,
S99039,A1098,,Advanced Analytics,675908.08,USD,2026-02-20,2026-10-20,Annual,Active,
S99040,A1057,,Core Platform,212169.29,USD,2026-08-12,2027-04-12,Annual,Active,
S99041,A1134,,Core Platform,70107.62,EUR,2025-11-18,2026-07-18,Monthly,Active,
S99042,A1417,,Core Platform,185563.53,USD,2026-08-17,2027-04-17,Annual,Active,
S99043,A1088,,API Access,38657.12,EUR,2026-07-13,2027-03-13,Annual,Active,
S99044,A1060,,Core Platform,52125.22,USD,2026-02-25,2026-10-25,Quarterly,Active,
S99045,A1402,,Advanced Analytics,29706.93,USD,2026-06-20,2027-02-20,Annual,Active,
S99046,A1370,,Core Platform,3222.21,USD,2025-11-21,2026-07-21,Annual,Active,
S99047,A1287,,Core Platform,48554.73,USD,2026-06-04,2027-02-04,Annual,Active,
S99048,A1007,,Advanced Analytics,66501.11,USD,2026-05-21,2027-01-21,Annual,Active,
S99049,A1392,,Core Platform,9652.75,EUR,2026-05-27,2027-01-27,Annual,Active,
S99050,A1295,,Core Platform,3443.08,USD,2024-09-25,2027-05-25,Annual,Active,
S99051,A1140,,Advanced Analytics,46490.43,BRL,2026-09-02,2027-05-02,Quarterly,Active,
